act,act_canonical,category
9374,Land Acquisition (Amendment) Act,Other
9376,Land Acquisition (Mines) Act,Other
9377,Land Acquisition Act,Other
9379,Land Acquisition Act 1894,Other
9388,Land Acquisition(Bihar Amendment) Act,Other
9393,"Land Assignment Act, 1960 (Kerala)",Other
9417,Land Reforms(Amendment)Act,Other
9432,Land Revenue Code 1959,Other
9443,LandAcquisition(AmendmentandValidation)Act,Other
9444,LandAcquisitionAct,Other
9445,LandImprovementLoansAct,Other
9452,Laws Local Extent Act,Other
9453,"Laws Local Extent Act, 1874",Other
9485,Legal Metrology Act.,Other
9490,"Legal Practitioners (Fees) Act, 1926",Other
9507,LegalPractitionersAct,Other
9509,LegalServicesAuthoritiesAct,Other
9533,Limitation Act,Other
9538,LimitationAct,Other
9544,Live-stockImportationAct,Other
9546,Local Authorities Loans Act,Other
9569,Lotteries(Regulation)Act,Other
9592,M P Medical Act,Other
9615,M.C.S. Act 1960,Other
9636,M.P. Govansh Vadh pratishedh Adhiniyam and Rules 2004,Other
9644,M.P.D.P.K.ACT,Other
9658,M.V. Act,Other
9667,M.p Excise Act 1915,Other
9693,MAHARASHTRA MEDICAL PRACTITIONERS ACT,Other
9696,MAHARASHTRA PROHIBITION ACT,Other
9704,MAHARASTRA UNIVERCITY BOARD,Other
9747,"MENTAL HEALTH ACT, 1987 ALONG WITH CENTRAL MENTAL HEALTH AUTHORITY  RULES, 1990 AND STATE MENTAL HEA",Other
9755,"MINES ACT, 1952",Other
9823,MOHAMMADAN LAW,Other
9824,MOHAMMADIAN LAW,Other
9826,MOHAMMEDANS LAW,Other
9827,MOHAMMENDAN LAW,Other
9828,MOMIDIAN LAW,Other
9844,"MOTOR VEHICLE ACT, 1988",Other
9859,MP Special Court Act 2012,Other
9865,"MULTI STATE CO-OPERATIVE SOCIETIES ACT, 1984",Other
9883,MUSLIM PERSONAL ACT,Other
9889,MV ACT,Other
9907,Madhya Pradesh Reorganisation Act,Other
9915,Madras Chit Fund Act 1961  \,Other
9926,Madras Forest (Validation) Act,Other
9943,MadrasCityLandRevenueAct,Other
9944,MadrasCityMunicipalCorporationAct,Other
9947,MadrasDistrictPoliceAct,Other
9951,MadrasRevenueCommissionerAct,Other
9968,"Mah.Employees Of Private School Conditions Of Service Regulation Act, 1977",Other
9972,"Mah.Municipal Council,Nagar Panchayat & Industrial Township Act,1965",Other
10008,"Maharashtra (Urban Areas) Protection and Preservation of Trees Act, 1975",Other
10017,Maharashtra Co Op Societies Act 1960,Other
10018,Maharashtra Co operative Societies ACt 1960,Other
10021,Maharashtra Co.Operative Soct.Act 1961,Other
10065,Maharashtra Money Lenders Act,Other
10069,Maharashtra Municipal Corporations Act,Other
10070,"Maharashtra Municipal Council, Nagar Panchayat and Industrial Townships Act,1965",Other
10076,Maharashtra Ownership Flat Act,Other
10088,Maharashtra Prevention of Gambling Act,Other
10102,Maharashtra Protection of Interest of Depositors,Other
10108,Maharashtra Raw Cotton Act,Other
10109,Maharashtra Recognition of Trade Union And Prevention of Unfair Labour Practices Act 1971,Other
10132,Maharashtra Village Panchayats Act,Other
10133,Maharashtra Zilla Parishads and Panchayat Samitis Act,Other
10159,Maintenance Orders Enforcement Act,Other
10171,Maintenance of Public Order Act,Other
10174,Maintenance of Wife and Children Act,Other
10177,MaintenanceOrdersEnforcementAct,Other
10180,MajorPortTrustsAct,Other
10183,MajorityAct,Other
10185,Malicious Prosecution,Other
10187,MalpracticeAct,Other
10191,Mandatory Injuction  \,Other
10207,Manoeuvres,Other
10211,Mantal Health Act,Other
10212,"Mappilla Marumakkathayam Act, 1939 (Madras)",Other
10220,MarineInsuranceAct,Other
10221,MarineProductsExportDevelopmentAuthorityAct,Other
10224,MaritimeZonesofIndia(RegulationofFishingbyForeignVessels)Act,Other
10233,MarriagesValidationAct,Other
10245,"Marumakkathayam Act, 1939 (Madras)",Other
10250,Maternity Benefit Act 1961,Other
10286,Medicinal and Toilet Preparations (Excise Duties) Act,Other
10316,Mental Health Act,Other
10334,MentalHealthAct,Other
10337,Merchant Shipping (Amendment) Act,Other
10348,Metro Railways (Construction of Works) Act 1978,Other
10351,Mica Mines Labour Welfare Fund Act,Other
10352,Mica Rules,Other
10375,Mines & Minerals (Development & Regulations) Act 1957,Other
10380,Mines Act,Other
10399,Mines and Minerals (Development and Regulation ) Act,Other
10400,Mines and Minerals (Development and Regulation ) Act 1957,Other
10412,Mines and Minerals Regulation and Development Act\,Other
10419,Mines and Minerals(Development and Regulation)ACT1957,Other
10423,MinesAct,Other
10424,MinesandMinerals(DevelopmentandRegulation)Act,Other
10429,Minimum Wages Act,Other
10431,Minimum Wages Act 1948,Other
10445,MinimumWagesAct,Other
10452,Ministry of Parliamentary Affairs Accountant Recruitment Rules,Other
10462,Mirzapur Stone Mahal Act,Other
10484,Miscellaneous Personal Laws (Extension) Act,Other
10501,Mogul Line Limited (Acquisition of Shares) Act,Other
10512,Mohammadan Law By Muallah,Other
10519,Mohammedan Law,Other
10520,Mohammedan Marriage act,Other
10526,Money Circulation Act,Other
10532,"Money Lenders Act, 1958 (Kerala)",Other
10533,Money Lending Act,Other
10542,Monopolies and Restrictive Trade Practices Act,Other
10552,"Motor Accidents Claims Tribunal Rules, 1977 (Kerala)",Other
10556,Motor Spirt and High Speed Diesel Oil Dealers Licensing Order (Bihar),Other
10558,Motor Transport  Workers Rules(Bihar),Other
10559,Motor Transport Workers Act,Other
10560,Motor Transport Workers Act 1961,Other
10564,Motor Vehicle Act,Other
10566,Motor Vehicle Act (MACT),Other
10584,Motor Vehicles Act 1988,Other
10587,"Motor Vehicles Rules, 1989 (Kerala)",Other
10588,Motor Vehicles Taxation Act (Bihar &  Orissa),Other
10597,MotorTransportWorkersAct,Other
10598,MotorVehiclesAct,Other
10602,Mulla Mohammadan Law,Other
10608,Multi-State Co-operative Societies Act,Other
10610,Multi-StateCo-operativeSocietiesAct,Other
10621,Muncipalities Act 1961,Other
10622,Muncipality Act,Other
10627,Municipal Act (Bihar & Orissa),Other
10635,Municipal Corporation Act 1956,Other
10641,"Municipal Council, Nagar Panchayat and Industrial Townships Act (Maharashtra), 1965",Other
10648,Municipal Taxation Act,Other
10649,Municipal Taxation Act 1881,Other
10651,MunicipalTaxationAct,Other
10652,"Municipalities Act, 1994 (Kerala)",Other
10653,Municipality Act,Other
10667,Muslim Law,Other
10670,Muslim Marriage Act,Other
10671,Muslim Marriage Act (1955),Other
10680,Muslim Personal Law (Shariat) Application Act,Other
10716,N D P ACT 8/20,Other
10723,N D P S ACT 8/15,Other
10727,N I ACT,Other
10741,N.D.P.S Act,Other
10761,nan,Other
10765,"NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT, 1985",Other
10787,NDMC ACT  \,Other
10805,NEGOSHIBLE INSTRUMENT  ACT,Other
10807,NEGOTIABLE INSTRUMENT ACT,Other
10825,NIGOCIABLE CASE,Other
10833,NOT GIVEN,Other
10834,NOT MENTIONED,Other
10836,"NOTARIES ACT, 1952",Other
10837,"NOTARIES ACT, 1952 ALONG WITH RULES 1956",Other
10843,Naga Hills-Tuensang Area Act,Other
10844,Nagaland University Act,Other
10855,"Nagpur University Act,1957",Other
10872,Narcotic Drugs and Psychotropic Substances Act,Other
10875,Narcotic Drugs and Psychotropic Substances Act 1985,Other
10883,"Narcotic Drugs and Psychotropic Substances(Execution of Bond by Convicts or Addicts) Rules,1985",Other
10894,National Bank for Agriculture and Rural Development Act,Other
10916,National Environment Tribunal Act,Other
10926,National Highways Act,Other
10935,National Institutes of Technology Act.,Other
10937,National Investigation Agency Act,Other
10940,National Library of India Act,Other
10941,National Oil Seeds and Vegetable Oils Development Board Act,Other
10946,National Security Act,Other
10947,National Security Act 1980,Other
10950,National Service Act,Other
10951,National Tax Tribunal Act,Other
10954,"National Waterway (Kakinada Puducherry Stretch of Canals and the Kaluvelly Tank, Bhadrachalam Rajahm",Other
10964,NationalCadetCorpsAct,Other
10965,NationalCo-operativeDevelopmentCorporationAct,Other
10967,NationalCommissionforMinoritiesAct,Other
10968,NationalCommissionforMinorityEducationalInstitutionsAct,Other
10969,NationalCommissionforSafaiKaramcharisAct,Other
10972,NationalCouncilforTeacherEducationAct,Other
10973,NationalDairyDevelopmentBoardAct,Other
10974,NationalEnvironmentAppellateAuthorityAct,Other
10975,NationalEnvironmentTribunalAct,Other
10978,NationalInstituteofPharmaceuticalEducationandResearchAct,Other
10979,NationalRularEmploymentGuaranteeAct,Other
10980,NationalSecurityAct,Other
10982,NationalServiceAct,Other
10983,NationalTaxTribunalAct,Other
10987,Natoinal Institute of Fashion Technology Act,Other
10989,Naval and Aircraft Prize Act,Other
10991,NavalandAircraftPrizeAct,Other
10995,NavyAct,Other
11002,Negotiable Instrument Act (138) 1881,Other
11003,Negotiable Instrument Act 138,Other
11023,NegotiableInstrumentsAct,Other
11024,New Delhi Municipal Council Act,Other
11032,Newspaper(PriceandPage)Act,Other
11033,Newspaper(PriceandPageContinuance)Act,Other
11037,NeyveliLigniteCorporationLimited(AcquisitionandTransferofPowerTransmissionSystem)Act,Other
11069,North-Eastern Area (Reorganisation) Act,Other
11077,Not Known,Other
11080,NotariesAct,Other
11117,"OATHS ACT, 1969",Other
11147,ORDER,Other
11166,ORDER 20 RULE 18 FOR FINAL DECREE,Other
11291,ORDER 6 RULE 14A,Other
11305,ORDER 7 RULE 1 OF C.P.C,Other
11309,ORDER 7 RULE 1 R.W SEC.26 OF C.P.C,Other
11319,ORDER 7 RULES 1 C.P.C,Other
11354,ORDER VII RULE 1 AND 3 OF C.P.C,Other
11355,ORDER VII RULE 1 OF C.P.C.,Other
11356,ORDER VII RULE 1 READWITH SECTION 26 C.P.C,Other
11368,ORER 7 RULE 1,Other
11403,OTHER,Other
11412,Oaths Act,Other
11415,OathsAct,Other
11416,Obstructions in Fairways Act,Other
11417,ObstructionsinFairwaysAct,Other
11480,Offence,Other
11486,Officers of Parliament (Travelling and Daily Allowances) Rules,Other
11492,OfficialSecretsAct,Other
11493,OfficialTrusteesAct,Other
11500,Oil Mines Regulations,Other
11506,"Oodukoor Settlement Proclamation, 1122 (T.)",Other
11508,Opium Act 1878  \,Other
11512,Opium and Revenue Laws (Extension of Application) Act,Other
11708,Order 26 rule 1 of C.P.C,Other
11793,Order 41 Rule 1 and 2 of C.P.C.,Other
11886,Order 7,Other
11890,Order 7 Rule 1,Other
11891,Order 7 Rule 1  and  2 of C.P.C,Other
11907,Order 7 Rule 1 and 2,Other
11910,Order 7 Rule 1 and 2 R/W Section 26 of C.P.C.,Other
11927,Order 7 Rule 1 and 3 of C.P.C.,Other
11932,Order 7 Rule 1 and r/w Sec.26 of C.P.C.,Other
11959,Order 7 of Rule 1,Other
11966,Order 7 rule 1 and 3,Other
11970,Order 7 rules 1 and 2 of C.P.C.,Other
11971,Order 7 rules 1 and 3 of C.P.C.,Other
11974,"Order 7, Rules 12 and 18",Other
12058,"Order VII Rule 2 of  C.P.C.,",Other
12102,Orer 7 of C P C,Other
12234,OrphanagesandOtherCharitableHomes(SupervisionandControl)Act,Other
12241,Other Law,Other
12247,Others,Other
12249,Oudh Estates Act,Other
12250,Oudh Laws Act,Other
12254,Oudh Taluqdars' Relief Act,Other
12267,P P P,Other
12294,P.I.T Act,Other
12314,P.P.ACT(PONDICHERRY POLICE ACT),Other
12349,"PARTNERSHIP ACT, 1932",Other
12356,PASSPORT ACT,Other
12363,"PATENTS ACT, 1970 ALONG WITH RULES, 2003",Other
12387,PC Act,Other
12465,PF Insurance Act  \,Other
12470,PG ACT (PONDICHERRY GAMING ACT),Other
12488,"PLAINT U/O VII RULE 1, C P C",Other
12490,PLAINT U/SEC. 26 R/W 7 RULE 1 OF C.P.C.,Other
12492,"PLANTATION LABOUR ACT,1951",Other
12506,POCSO (Protection of Children from Sexual Offfences) Act,Other
12515,POCSO Act,Other
12541,POP (PD) ACT (PONDICHERRY OPEN PLACES (PREVENTION OF DISFIGUREMENT) ACT,Other
12542,POP PreventionofDisfigurement Act2000,Other
12567,PRE-NATAL DIAGNOSTIC TECHNIQUES (REGULATION & PREVENTION OF MISUSE ) ACT 1994,Other
12572,"PRESIDENCY SMALL CAUSE COURTS ACT, 1882",Other
12581,PREVENTION OF BLACKMARKETING AND MAINTENANCE OF SUPPLIES OF ESSENTIAL COMMO,Other
12619,"PREVENTION OF FOOD ADULTERATION ACT, 1954 ALONG WITH RULES, 1955",Other
12625,PREVENTION OF ILLICIT TRAFFIC IN NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT,Other
12667,PROCESS FEES RULES 1965,Other
12693,"PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT, 2012",Other
12702,PROTECTION OF HUMAN RIGHTS ACT,Other
12704,"PROTECTION OF HUMAN RIGHTS ACT, 1993",Other
12724,"PROVINCIAL INSOLVENCY ACT, 1920",Other
12727,PROVINCIAL SMALL CAUSE COURTS ACT,Other
12729,"PROVINCIAL SMALL CAUSES COURT ACT, 1887",Other
12733,PUBLIC GAMBLING ACT,Other
12765,PWDV Act,Other
12782,"Panchayath Raj Act, 1994 (Kerala)",Other
12785,Panchdayat  Raj Election Rules (BIHAR),Other
12788,Panchyat Raj Act (Bihar),Other
12792,Parel Investment and Trading Private Limited and Domestic Gas Private Limited (Taking Over of Manage,Other
12809,Part C States Miscellaneous Laws (Repealing) Act,Other
12838,Passport (Entry into India) Act 1920,Other
12843,Passport Act 1967  \,Other
12849,Passports Act,Other
12852,PassportsAct,Other
12857,"Patents Act, 1970",Other
12859,PatentsAct,Other
12861,Patients Act,Other
12877,"Paym,ent of Gratuity Act 1972",Other
12892,Payment and Settlement Systems Act,Other
12893,Payment and Settlement Systems Act 2007,Other
12900,Payment of Bonus Act  \,Other
12901,Payment of Bonus Act 1965,Other
12906,Payment of Gratuity (Amendment) Act 1987,Other
12911,Payment of Gratuity Act 1972,Other
12918,"Payment of Gratyity Act, 1972",Other
12921,Payment of Wages Act,Other
12922,Payment of Wages Act 1936,Other
12933,Payment wages Act,Other
12934,PaymentofBonusAct,Other
12935,PaymentofGratuity(Amendment)Act,Other
12936,PaymentofGratuityAct,Other
12937,PaymentofWagesAct,Other
12943,Pensions Act,Other
12951,Permanent Injuction  \,Other
12957,Perpetual Injuction  \,Other
12960,Perpuctual injenction and fixation of boundary,Other
12964,PersonalInjuries(CompensationInsurance)Act,Other
12982,Petition U/Sec.372 of INDIAN SUCCESSION ACT.,Other
13030,PharmacyAct,Other
13040,PlantationsLabourAct,Other
13056,Police (Incitement to Disaffection) Act,Other
13058,Police Act,Other
13060,Police Act 1861,Other
13061,Police Act 1888,Other
13063,Police Act 2007,Other
13088,PoliceAct,Other
13090,Pollution Act,Other
13097,Pondicherry Code,Other
13099,Pondicherry Police Act,Other
13101,Pondicherry Shops and Establishments Act 1964,Other
13102,Pondicherry Sound Amplifier and Loudspeaker Licensing Rules 1967,Other
13105,Pondichery (Alteration of Name) Act 2006,Other
13129,Powers-of-Attorney Act 1882,Other
13133,PrasarBharati(BroadcastingCorporationofIndia)Act,Other
13135,Pravite Complaint,Other
13178,Presidency Small Cause Courts Act,Other
13191,Press and Registration of Books Act,Other
13193,PressCouncilAct,Other
13208,Prevention Immoral Tarrific Act PITA,Other
13223,Prevention Of Dowry Act,Other
13241,"Prevention of  Money Laundering Act, 2002",Other
13242,"Prevention of  Money Laundering Act, 2002 2003",Other
13279,Prevention of Children from Sexual Offences Act,Other
13283,Prevention of Corruption Act,Other
13285,Prevention of Corruption Act 1988,Other
13311,Prevention of Cruelty to Animals Act 1960,Other
13334,Prevention of Food Adulteration Act,Other
13335,Prevention of Food Adulteration Act 1954,Other
13339,Prevention of Food Adultration Act,Other
13342,Prevention of Gambling Act (Maharashtra),Other
13387,Prevention of Terrorism Act 2002\,Other
13424,PreventionofBlackmarketingandMaintenanceofSuppliesofEssentialCommoditiesAct,Other
13425,PreventionofCorruptionAct,Other
13426,PreventionofCrueltytoAnimalsAct,Other
13428,PreventionofFoodAdulterationAct,Other
13431,PreventionofMoneyLaunderingAct,Other
13432,PreventionofSeditiousMeetingsAct,Other
13440,Prisoners (Attendance in Courts) Act,Other
13444,Prisoners(AttendanceinCourts)Act,Other
13445,PrisonersAct,Other
13447,Prisons Act,Other
13450,PrisonsAct,Other
13464,PrivateSecurityAgencies(Regulation)Act,Other
13487,Probation of offenders act,Other
13490,ProbationofOffendersAct,Other
13494,Procedure Code  \,Other
13500,ProfessionsTaxLimitation(AmendmentandValidation)Act,Other
13502,Prohibition Act,Other
13504,Prohibition Act (Maharashtra),Other
13523,"Prohibition of Ragging Act, 1998 (Kerala)",Other
13538,ProhibitionofChildMarriageAct,Other
13552,Protection Of Child from Sexual Offences Act,Other
13599,Protection of Children From Sexual Offences Act,Other
13607,"Protection of Children Sexual Offence, 2012",Other
13621,"Protection of Children from Sexual Offence Act, 2012",Other
13625,Protection of Children from Sexual Offences,Other
13755,ProtectionofPlantVarietiesandFarmersRightAct,Other
13756,ProtectionofWomenfromDomesticViolenceAct,Other
13761,Provident Funds Act,Other
13774,Provincial Municipal Corporations Act (Maharashtra),Other
13779,Provincial Small Causes Act,Other
13780,ProvincialInsolvencyAct,Other
13786,Provisions of  food safety and quality act,Other
13804,Public Gambling Act 1867,Other
13813,Public Liability Insurance Act 1991,Other
13816,Public Premises (Eviction Act 1971),Other
13817,Public Premises (Eviction of Unauthorised Occupants) Act,Other
13818,Public Premises (Eviction of Unauthorised Occupants) Act 1971,Other
13823,Public Premises Act 1971  \,Other
13841,Public Representation Act,Other
13852,Public Trusts Act (Maharashtra),Other
13853,Public Trusts Act 1951,Other
13867,PublicGamblingAct,Other
13868,PublicLiabilityInsuranceAct,Other
13871,PublicRecordsAct,Other
13878,Puducherry Town and Country Planning Act 1969,Other
13890,Punjab Excise (Delhi Amendment) Act,Other
13913,Punjab Land Revenue Act,Other
13921,Punjab Municipal Corporation Law (Extension to Chandigarh)  Act,Other
14303,"RELIGIOUS INST.(PREV.OF MISUSE)ACT,1988",Other
14314,"REPRESENTATION OF PEOPLE ACT, 1951",Other
14348,"RIGHT TO INFORMATION ACT, 2005",Other
14357,RP Act,Other
14363,RP(UP) Act,Other
14365,RPC,Other
14399,"RULE 100 IMV R/W 177 IMV ACT, SEC 134 IMV R/W 177 ACT, SEC 130 CALUSE 1 R/W 177 IMV ACT",Other
14405,Railway Act,Other
14410,"Railway Act,1989",Other
14415,"Railway Claims Tribunal Act, 1987",Other
14438,"Railway Protection Force Act, 1957",Other
14443,RailwayClaimsTribunalAct,Other
14444,RailwayCompanies(EmergencyProvisions)Act,Other
14446,RailwayProtectionForce(Amendment)Act,Other
14447,RailwayProtectionForceAct,Other
14451,Railways Act,Other
14453,Railways Act 1989,Other
14460,RailwaysAct,Other
14461,RailwaysEmploymentofMembersoftheArmedForcesAct,Other
14490,Raj.Ex.act,Other
14526,"Rajasthan Bovine Animal,Proh of Slaughter and Reg of Temp Migration or Export, Act 1995",Other
14546,Rajasthan Excise Act,Other
14554,Rajasthan Exice Act,Other
14755,Rajasthan and Madhya Pradesh (Transfer of Territories) Act,Other
14817,Realization of Money,Other
14818,Reciprocity Act,Other
14819,ReciprocityAct,Other
14859,Refugees Registration and Movement Act 1947,Other
14861,Regional Rural Banks Act,Other
14862,Regional and town Planning Act (Maharashtra),Other
14866,Registration Act,Other
14868,"Registration Act, 1908",Other
14874,Registration Rules (Kerala),Other
14876,Registration and Licensing of Industrial Undertakings Rules,Other
14879,Registration of Birth and Death Act,Other
14883,Registration of Births and Deaths Act,Other
14890,Registration of Newspapers(Central) Rules,Other
14892,RegistrationAct,Other
14909,Relief Act,Other
14919,ReligiousSocietiesAct,Other
14948,Representation Of Peoples Act,Other
14963,Representation of the People Act 1951,Other
14967,RepresentationofthePeopleAct,Other
15032,RighttoInformationAct,Other
15037,Road Transport Corporations Act,Other
15041,RubberAct,Other
15061,Rule 14(a)(b) R/w 177 IMV Act,Other
15124,SAARCConvention(SuppressionofTerrorism)Act,Other
15128,"SALE OF GOODS ACT, 1930",Other
15131,"SARFAESI ACT, 2002",Other
15196,SEC  18 ABC AND 21 OF DV ACT 2005,Other
15210,SEC 138 AND 142 N.I.ACT,Other
15239,SEC 276 OF INDIAN SUCCESSION ACT,Other
15256,SEC 323 354 166 504 506 2 509 341 RW 34 OF IPC AND SEC 3 I IX X  XI OF SC ST PA ACT,Other
15272,SEC 7 13 1 D RW 13 2 P C  ACT 1988,Other
15361,SECTION 18(2) OF LAND ACQUISITION ACT,Other
15398,SENIOR CITIZENS SAVINGS SCHEME RULES,Other
15402,SHERIYAT ACT,Other
15421,SOCIETIES REGISTRATION ACT,Other
15422,"SOCIETIES REGISTRATION ACT, 1860",Other
15429,"SPECIAL MARRIAGE ACT, 1954",Other
15432,SPECIAL MARRIAGE ACT1954,Other
15434,SPECIAL RELIFT ACT,Other
15435,SPECIFIC RELIEF ACT,Other
15436,"SPECIFIC RELIEF ACT, 1963",Other
15437,SPECIFICE RELIEF ACT,Other
15441,SPIRITUOUS PREPARATION (INTER STATE TRADE AND COMMERCE) CONTROL ACT,Other
15446,"STAMP ACT, 1899",Other
15462,SUGAR CANE ACT 1934,Other
15482,SaleofGoodsAct,Other
15490,Sales Tax Laws Validation Act 1956,Other
15493,SalesTaxLawsValidationAct,Other
15497,Sampatti Virupan Nivaran Adhiniyam 1994,Other
15500,Sarais Act,Other
15526,Scheduled Castes and the Scheduled Tribes (Prevention of  Atrocities) Act,Other
15527,Scheduled Castes and the Scheduled Tribes (Prevention of  Atrocities) Act 1989,Other
15585,Sec 13 Cl 1 cl 1a Cl 1A Cl i Cl ii of Hindu Marriage Act,Other
15607,Sec 138 of NI Act,Other
15657,Sec 26 of Hindu Marriage Act,Other
15673,Sec 29 of G and WC read with Sec 8 of Hindu Minority and Guardianship Act 1956,Other
15689,Sec 34 of Arbitration and Conciliation Act,Other
15697,Sec 372 of Indian Succession Act,Other
15703,Sec 3@1 R/W 181 IMV ACT,Other
15782,Sec.,Other
15829,Sec. 26,Other
15832,Sec. 26 of C.P.C.,Other
15936,Sec.185 IMV Act,Other
16019,Sec372 of Indian Succession Act,Other
16022,Sec437 of Cr. P.C,Other
16023,Sec482 of KMC Act,Other
16024,Sec5 of Indian Limitation Act,Other
16030,Sec8 of Arbitration  Conciliation Act,Other
16032,Sec89 of Wakf Act,Other
16070,Section 166 of Motor Vehicle Act 1989,Other
16105,Section 372 of Indian Succession Act,Other
16111,Section 498 A,Other
16127,Section 9 0f Hindu Marriage Act,Other
16151,SecuritiesandExchangeBoardofIndiaAct,Other
16152,"Securitisation and Reconstruction of Financial Assets  and Enforcement of Security Interest Act,2002",Other
16164,SecurityInterestAct,Other
16170,Seeds Act,Other
16177,SeedsAct,Other
16221,Shops and Establishments Act 1958,Other
16226,Shram Kalyan Nidhi Adhiniyam 1982,Other
16228,"Sick Industrial Companies (Special Provisions) Repeal Act, 2003",Other
16232,SickIndustrialCompanies(SpecialProvisions)RepealAct,Other
16233,SickTextileUndertakings(Nationalisation)Act,Other
16276,SlumAreas(ImprovementandClearance)Act,Other
16320,Special Marriage Act,Other
16335,Special Protection Group Act,Other
16344,SpecialCourt(TrialofOffencesRelatingtoTransactionsinSecurities)Act,Other
16347,SpecialMarriageAct,Other
16348,SpecialProtectionGroupAct,Other
16370,SpecificReliefAct,Other
16376,Spices Board Act,Other
16377,SpicesBoardAct,Other
16392,Stage-CarriagesAct,Other
16394,"Stamp Act, 1959 (Kerala)",Other
16400,Standards of W & M (ENF) Act,Other
16402,Standards of Weight and Measurement (ENF) Act,Other
16413,Standards of Weights and Measures Act 1976,Other
16417,StandardsofWeightsandMeasures(Enforcement)Act,Other
16419,State Agricultural Credit Corporation Act,Other
16423,State Bank of India (Subsidiary Banks) Act,Other
16424,State Bank of India Act,Other
16429,State Financial Corporation Act,Other
16430,State Financial Corporations Act,Other
16442,State of Himachal Pradesh Act,Other
16448,StateArmedPoliceForces(ExtensionofLaws)Act,Other
16450,StateBankofIndiaAct,Other
16452,StateFinancialCorporationsAct,Other
16454,StatesReorganisationAct,Other
16485,Sugar(RegulationofProduction)Act,Other
16487,Sugar-CaneAct,Other
16488,SugarCessAct,Other
16489,SugarDevelopmentFundAct,Other
16490,SugarUndertaking(TakingoverofManagement)Act,Other
16546,"Survey and Boundaries Act, 1961 (Kerala)",Other
16550,T. G. Act,Other
16558,T.M.M. Act  \,Other
16559,T.M.M. Act Public Gambling Act 1955,Other
16571,"TAMIL NADU DENATURED SPIRIT, METHYL ALCOHOL AND VARNISH (FRENCH POLISH) RULES, 1959",Other
16583,TAMILNADU OPEN PLACE PRIVISNATION OF DISFIGUREMENT ACT 1959,Other
16610,"THE CATTLE TRESPASS (A.P. EXTENSION AND AMENDMENT ACT, 1959",Other
16635,"THE DESIGNS ACT, 2000",Other
16638,THE DISSOLUTION OF THE MARRIAGE ACT 1939,Other
16666,THE HINDU ADOPTION   MAINTENANCE ACT 1956,Other
16669,THE HINDU MARRIAGE ACT 1955,Other
16672,THE HINDU MINORITY  GUARDIANSHIP ACT1956,Other
16675,"THE HINDU SUCCESSION ACT, 1956",Other
16676,"THE IMMORAL TRAFFIC(PREVENTION)ACT, 1956",Other
16701,"THE KARNATAKA LAND REVENUE ACT, 1964",Other
16713,"THE LIMITATION ACT, 1963",Other
16806,"THE SC, ST (PREVENTION OF ATROCITIES) ACT, 1989",Other
16811,"THE SPECIAL MARRIAGE ACT, 1954",Other
16812,THE SPECIFIC RELIEF ACT,Other
16821,"THE UNLAWFUL ACTIVITIES (PREVENTION) ACT, 1967",Other
16840,"TN CITY POLICE ACT, 1888",Other
16844,"TN COOPERATIVE SOCIETIES ACT , 1983",Other
16848,TN District Muncipalities Act,Other
16852,"TN GAMING ACT, 1930",Other
16862,"TN OPEN PLACES(PREVENTION OF DISFIGUREMENT) ACT, 1959",Other
16869,TN PROHIBITION ACT,Other
16870,"TN PROHIBITION OF CHARGING EXORBITANT INTEREST ACT, 2003",Other
16876,TN PROTECTION OF INTEREST OF DEPOSITORS (IN FINANCIAL ESTABLISHMENT) ACT 1997,Other
16885,TNCF,Other
16887,TNCP Act,Other
16888,TNG ACT,Other
16891,TNOPPD Act,Other
16892,TNP ACt,Other
16908,TRADE &amp; MERCHANDISE MARKS ACT,Other
16914,TRADE MARKS ACT,Other
16919,"TRADEMARKS ACT, 1999",Other
16933,Tamil Nadu Agricultural Service Co-operative Societies  (Appointment of Special Officers) Amendment,Other
16936,Tamil Nadu City Police Act,Other
16940,Tamil Nadu Court Fee Act,Other
16943,Tamil Nadu District Municipalities Act 1920,Other
16948,Tamil Nadu Gambling Act,Other
16949,Tamil Nadu Gaming Act,Other
16956,Tamil Nadu Open Place Disfigurement Act 1959,Other
16958,Tamil Nadu Open Place Prevention at Disfugurement Act 1957,Other
16961,Tamil Nadu Open Places Prevention of Disfigurements Act 1959,Other
16963,"Tamil Nadu Panchayats Act, 1994",Other
16975,"Tamil Nadu Prohibition of Harassment of Women Act, 1998",Other
16986,"Tamil Nadu Public Trusts (Regulation of Administration of Agricultural Lands) Act, 1961",Other
16991,Tamil Nadu PublicGamblingAct,Other
16997,Tamil Nadu open place prevention of Disfigurement.Act 1959,Other
16998,Tamil Nadu open places prevention of disfigurement act 1959.,Other
17007,TamilNadu Open Places Prevention of Disfigurement Act 1989,Other
17014,TamilNaduAgriculturalServiceCo-operativeSocietiesAmendmentAct,Other
17016,TamilNaduProhibitionAct,Other
17017,TamilNaduProhibitionofCollectingExhorbitantInterestAct,Other
17018,TamilNaduProtectionofInterestsofDepositorsAct,Other
17019,TamilNaduTownNuisanceAct,Other
17020,Tamilnadu  Gaming Act,Other
17022,Tamilnadu City Police Act,Other
17025,Tamilnadu Court Fees Act,Other
